"ballot_measure_id","support_oppose","text_of_argument","author","source","date_created"
"27469","Oppose","""Let me be clear: there will be nothing secure and fair about the way we vote in this state if this amendment is passed. It’s a direct assault on the integrity of our voting process and the safeguards we’ve put in place to hold that process accountable.""","Sec. of State Frank LaRose (R)","https://ohiocapitaljournal.com/2024/11/19/ballot-board-clears-ohio-voters-bill-of-rights-organizers-can-begin-collecting-signatures/","2024-11-22"
"27469","Oppose","""Let me be clear: there will be nothing secure and fair about the way we vote in this state if this amendment is passed. It’s a direct assault on the integrity of our voting process and the safeguards we’ve put in place to hold that process accountable.""","Sec. of State Frank LaRose (R)","https://ohiocapitaljournal.com/2024/11/19/ballot-board-clears-ohio-voters-bill-of-rights-organizers-can-begin-collecting-signatures/","2024-11-22"
"27469","Oppose","""Let me be clear: there will be nothing secure and fair about the way we vote in this state if this amendment is passed. It’s a direct assault on the integrity of our voting process and the safeguards we’ve put in place to hold that process accountable.""","Sec. of State Frank LaRose (R)","https://ohiocapitaljournal.com/2024/11/19/ballot-board-clears-ohio-voters-bill-of-rights-organizers-can-begin-collecting-signatures/","2024-11-22"
"27469","Oppose","""Let me be clear: there will be nothing secure and fair about the way we vote in this state if this amendment is passed. It’s a direct assault on the integrity of our voting process and the safeguards we’ve put in place to hold that process accountable.""","Sec. of State Frank LaRose (R)","https://ohiocapitaljournal.com/2024/11/19/ballot-board-clears-ohio-voters-bill-of-rights-organizers-can-begin-collecting-signatures/","2024-11-22"
"27469","Support","“We believe that this amendment would help guarantee that all voices are heard and that all voices are counted in our electorate. And, we believe that this bill of rights is going to help us build an equitable path to the ballot box for all Ohioans, while at the same time safeguarding the security and integrity of our elections.”","Petee Talley, representative of Ohio Voter Bill of Rights","https://spectrumnews1.com/oh/columbus/politics/2024/01/17/politics--petition--language--resubmission--attorney--general--office-","2024-11-22"
"27469","Support","“We believe that this amendment would help guarantee that all voices are heard and that all voices are counted in our electorate. And, we believe that this bill of rights is going to help us build an equitable path to the ballot box for all Ohioans, while at the same time safeguarding the security and integrity of our elections.”","Petee Talley, representative of Ohio Voter Bill of Rights","https://spectrumnews1.com/oh/columbus/politics/2024/01/17/politics--petition--language--resubmission--attorney--general--office-","2024-11-22"
"27469","Support","“We believe that this amendment would help guarantee that all voices are heard and that all voices are counted in our electorate. And, we believe that this bill of rights is going to help us build an equitable path to the ballot box for all Ohioans, while at the same time safeguarding the security and integrity of our elections.”","Petee Talley, representative of Ohio Voter Bill of Rights","https://spectrumnews1.com/oh/columbus/politics/2024/01/17/politics--petition--language--resubmission--attorney--general--office-","2024-11-22"
"27469","Support","“We believe that this amendment would help guarantee that all voices are heard and that all voices are counted in our electorate. And, we believe that this bill of rights is going to help us build an equitable path to the ballot box for all Ohioans, while at the same time safeguarding the security and integrity of our elections.”","Petee Talley, representative of Ohio Voter Bill of Rights","https://spectrumnews1.com/oh/columbus/politics/2024/01/17/politics--petition--language--resubmission--attorney--general--office-","2024-11-22"
"25943","Support","""Right now, working-class people are struggling to pay rent, pay for food, send their kids to college, deal with retirement issues, deal with healthcare issues, while the very richest people in this country are becoming much richer. And one way to improve life for working people is to move the minimum wage to a living wage.""","U.S. Sen. Bernie Sanders (D)","https://www.cleveland.com/news/2024/06/bernie-sanders-wants-a-17-national-minimum-wage-he-says-15-in-ohio-would-be-a-good-start.html","2024-06-25"
"25943","Oppose","""Eliminating the tipped wage would negatively impact their earning potential. It will also force restaurant operators to raise menu prices to cover higher labor costs, which would drive further inflation. It would also decrease their workforce, as we have seen in Washington, D.C., where the tip credit is being eliminated. There’s no question that our industry does not want the tip credit eliminated.""","John Barker, president and CEO of the Ohio Restaurant & Hospitality Alliance","https://www.cleveland.com/entertainment/2024/05/restaurant-association-says-servers-want-tips-not-higher-wages.html?outputType=amp","2024-06-25"
"27470","Support","""Twenty-seven states have business courts to handle complex or highly specialized cases, including Texas recently enacted one, and right now under our constitution we can only create a court that had parish-wide jurisdiction, nothing beyond that.""","State Sen. Jay Morris (R-35)","https://www.yahoo.com/news/louisiana-senate-passes-proposed-bill-231333341.html","2024-12-14"
